Weapon Type,Name,Path
Long Sword,Wyvern Blade "Ash" II (Sheathe),natives/STM/Art/Model/Item/it03/10/0000/it0310_0000_1.mesh
Long Sword,Wyvern Blade "Lily" (Sword),natives/STM/Art/Model/Item/it03/10/0000/it0310_0000_0.mesh
Long Sword,Wyvern Blade "Lily" (Sheathe),natives/STM/Art/Model/Item/it03/10/0000/it0310_0000_1.mesh
Long Sword,Wyvern Blade "Blood" I (Sword),natives/STM/Art/Model/Item/it03/00/0012/it0300_0012_0.mesh
Long Sword,Wyvern Blade "Blood" I (Sheathe),natives/STM/Art/Model/Item/it03/00/0012/it0300_0012_1.mesh
Long Sword,Wyvern Blade "Maple" (Sword),natives/STM/Art/Model/Item/it03/00/0012/it0300_0012_0.mesh
Long Sword,Wyvern Blade "Maple" (Sheathe),natives/STM/Art/Model/Item/it03/00/0012/it0300_0012_1.mesh
Long Sword,Wyvern Blade "Verde" I (Sword),natives/STM/Art/Model/Item/it03/00/0011/it0300_0011_0.mesh
Long Sword,Wyvern Blade "Verde" I (Sheathe),natives/STM/Art/Model/Item/it03/00/0011/it0300_0011_1.mesh
Long Sword,Wyvern Blade "Verde" II (Sword),natives/STM/Art/Model/Item/it03/00/0011/it0300_0011_0.mesh
Long Sword,Wyvern Blade "Verde" II (Sheathe),natives/STM/Art/Model/Item/it03/00/0011/it0300_0011_1.mesh
Long Sword,Wyvern Blade "Holly" (Sword),natives/STM/Art/Model/Item/it03/00/0011/it0300_0011_0.mesh
Long Sword,Wyvern Blade "Holly" (Sheathe),natives/STM/Art/Model/Item/it03/00/0011/it0300_0011_1.mesh
Long Sword,Barina Flamberge I (Sword),natives/STM/Art/Model/Item/it03/00/0006/it0300_0006_0.mesh
Long Sword,Barina Flamberge I (Sheathe),natives/STM/Art/Model/Item/it03/00/0006/it0300_0006_1.mesh
Long Sword,Barina Flamberge II (Sword),natives/STM/Art/Model/Item/it03/00/0006/it0300_0006_0.mesh
Long Sword,Barina Flamberge II (Sheathe),natives/STM/Art/Model/Item/it03/00/0006/it0300_0006_1.mesh
Long Sword,Barina Flamberge III (Sword),natives/STM/Art/Model/Item/it03/00/0006/it0300_0006_0.mesh
Long Sword,Barina Flamberge III (Sheathe),natives/STM/Art/Model/Item/it03/00/0006/it0300_0006_1.mesh
Long Sword,Barina Flamberge IV (Sword),natives/STM/Art/Model/Item/it03/00/0006/it0300_0006_0.mesh
Long Sword,Barina Flamberge IV (Sheathe),natives/STM/Art/Model/Item/it03/00/0006/it0300_0006_1.mesh
Long Sword,Lala Ornithocton (Sword),natives/STM/Art/Model/Item/it03/00/0007/it0300_0007_0.mesh
Long Sword,Lala Ornithocton (Sheathe),natives/STM/Art/Model/Item/it03/00/0007/it0300_0007_1.mesh
Long Sword,Blood Cry I (Sword),natives/STM/Art/Model/Item/it03/00/0014/it0300_0014_0.mesh
Long Sword,Blood Cry I (Sheathe),natives/STM/Art/Model/Item/it03/00/0014/it0300_0014_1.mesh
Long Sword,Blood Cry II (Sword),natives/STM/Art/Model/Item/it03/00/0014/it0300_0014_0.mesh
Long Sword,Blood Cry II (Sheathe),natives/STM/Art/Model/Item/it03/00/0014/it0300_0014_1.mesh
Long Sword,Blood Cry III (Sword),natives/STM/Art/Model/Item/it03/00/0014/it0300_0014_0.mesh
Long Sword,Blood Cry III (Sheathe),natives/STM/Art/Model/Item/it03/00/0014/it0300_0014_1.mesh
Long Sword,Blood Scream (Sword),natives/STM/Art/Model/Item/it03/00/0014/it0300_0014_0.mesh
Long Sword,Blood Scream (Sheathe),natives/STM/Art/Model/Item/it03/00/0014/it0300_0014_1.mesh
Long Sword,Bone Shotel I (Sword),natives/STM/Art/Model/Item/it03/01/0004/it0301_0004_0.mesh
Long Sword,Bone Shotel I (Sheathe),natives/STM/Art/Model/Item/it03/01/0004/it0301_0004_1.mesh
Long Sword,Bone Shotel II (Sword),natives/STM/Art/Model/Item/it03/01/0004/it0301_0004_0.mesh
Long Sword,Bone Shotel II (Sheathe),natives/STM/Art/Model/Item/it03/01/0004/it0301_0004_1.mesh
Long Sword,Bone Shotel III (Sword),natives/STM/Art/Model/Item/it03/01/0004/it0301_0004_0.mesh
Long Sword,Bone Shotel III (Sheathe),natives/STM/Art/Model/Item/it03/01/0004/it0301_0004_1.mesh
Long Sword,Bone Shotel IV (Sword),natives/STM/Art/Model/Item/it03/01/0004/it0301_0004_0.mesh
Long Sword,Bone Shotel IV (Sheathe),natives/STM/Art/Model/Item/it03/01/0004/it0301_0004_1.mesh
Long Sword,Hard Bone Shotel (Sword),natives/STM/Art/Model/Item/it03/01/0004/it0301_0004_0.mesh
Long Sword,Hard Bone Shotel (Sheathe),natives/STM/Art/Model/Item/it03/01/0004/it0301_0004_1.mesh
Long Sword,Gnashing Fulgur I (Sword),natives/STM/Art/Model/Item/it03/10/0002/it0310_0002_0.mesh
Long Sword,Gnashing Fulgur I (Sheathe),natives/STM/Art/Model/Item/it03/10/0002/it0310_0002_1.mesh
Long Sword,Fulgurblade Guardiana (Sword),natives/STM/Art/Model/Item/it03/10/0002/it0310_0002_0.mesh
Long Sword,Fulgurblade Guardiana (Sheathe),natives/STM/Art/Model/Item/it03/10/0002/it0310_0002_1.mesh
Long Sword,Rompo Hacker I (Sword),natives/STM/Art/Model/Item/it03/00/0009/it0300_0009_0.mesh
Long Sword,Rompo Hacker I (Sheathe),natives/STM/Art/Model/Item/it03/00/0009/it0300_0009_1.mesh
Long Sword,Rompo Hacker II (Sword),natives/STM/Art/Model/Item/it03/00/0009/it0300_0009_0.mesh
Long Sword,Rompo Hacker II (Sheathe),natives/STM/Art/Model/Item/it03/00/0009/it0300_0009_1.mesh
Long Sword,Rompo Hacker III (Sword),natives/STM/Art/Model/Item/it03/00/0009/it0300_0009_0.mesh
Long Sword,Rompo Hacker III (Sheathe),natives/STM/Art/Model/Item/it03/00/0009/it0300_0009_1.mesh
Long Sword,Rompo Mytoxin (Sword),natives/STM/Art/Model/Item/it03/00/0009/it0300_0009_0.mesh
Long Sword,Rompo Mytoxin (Sheathe),natives/STM/Art/Model/Item/it03/00/0009/it0300_0009_1.mesh
Long Sword,Dosha Fatecleaver I (Sword),natives/STM/Art/Model/Item/it03/00/0000/it0300_0000_0.mesh
Long Sword,Dosha Fatecleaver I (Sheathe),natives/STM/Art/Model/Item/it03/00/0000/it0300_0000_1.mesh
Long Sword,Dosha Fatecleaver II (Sword),natives/STM/Art/Model/Item/it03/00/0000/it0300_0000_0.mesh
Long Sword,Dosha Fatecleaver II (Sheathe),natives/STM/Art/Model/Item/it03/00/0000/it0300_0000_1.mesh
Long Sword,Dosha Fatecleaver III (Sword),natives/STM/Art/Model/Item/it03/00/0000/it0300_0000_0.mesh
Long Sword,Dosha Fatecleaver III (Sheathe),natives/STM/Art/Model/Item/it03/00/0000/it0300_0000_1.mesh
Long Sword,Blanberge I (Sword),natives/STM/Art/Model/Item/it03/00/0019/it0300_0019_0.mesh
Long Sword,Blanberge I (Sheathe),natives/STM/Art/Model/Item/it03/00/0019/it0300_0019_1.mesh
Long Sword,Blangongaberge (Sword),natives/STM/Art/Model/Item/it03/00/0019/it0300_0019_0.mesh
Long Sword,Blangongaberge (Sheathe),natives/STM/Art/Model/Item/it03/00/0019/it0300_0019_1.mesh
Long Sword,Dosha Gravecleaver I (Sword),natives/STM/Art/Model/Item/it03/10/0001/it0310_0001_0.mesh
Long Sword,Dosha Gravecleaver I (Sheathe),natives/STM/Art/Model/Item/it03/10/0001/it0310_0001_1.mesh
Long Sword,Dosha Gravecleaver II (Sword),natives/STM/Art/Model/Item/it03/10/0001/it0310_0001_0.mesh
Long Sword,Dosha Gravecleaver II (Sheathe),natives/STM/Art/Model/Item/it03/10/0001/it0310_0001_1.mesh
Long Sword,Gravecleaver Urkemush (Sword),natives/STM/Art/Model/Item/it03/10/0001/it0310_0001_0.mesh
Long Sword,Gravecleaver Urkemush (Sheathe),natives/STM/Art/Model/Item/it03/10/0001/it0310_0001_1.mesh
Long Sword,G. Veldian Ensis I (Sword),natives/STM/Art/Model/Item/it03/00/0021/it0300_0021_0.mesh
Long Sword,G. Veldian Ensis I (Sheathe),natives/STM/Art/Model/Item/it03/00/0021/it0300_0021_1.mesh
Long Sword,G. Veldian Ensis II (Sword),natives/STM/Art/Model/Item/it03/00/0021/it0300_0021_0.mesh
Long Sword,G. Veldian Ensis II (Sheathe),natives/STM/Art/Model/Item/it03/00/0021/it0300_0021_1.mesh
Long Sword,G. Righteous Lancelot (Sword),natives/STM/Art/Model/Item/it03/00/0021/it0300_0021_0.mesh
Long Sword,G. Righteous Lancelot (Sheathe),natives/STM/Art/Model/Item/it03/00/0021/it0300_0021_1.mesh
Long Sword,Veldian Ensis I (Sword),natives/STM/Art/Model/Item/it03/00/0024/it0300_0024_0.mesh
Long Sword,Veldian Ensis I (Sheathe),natives/STM/Art/Model/Item/it03/00/0024/it0300_0024_1.mesh
Long Sword,Artian Saber I (Sword),natives/STM/Art/Model/Item/it03/10/0003/it0310_0003_0.mesh
Long Sword,Artian Saber I (Sheathe),natives/STM/Art/Model/Item/it03/10/0003/it0310_0003_1.mesh
Long Sword,Artian Saber II (Sword),natives/STM/Art/Model/Item/it03/10/0003/it0310_0003_0.mesh
Long Sword,Artian Saber II (Sheathe),natives/STM/Art/Model/Item/it03/10/0003/it0310_0003_1.mesh
Long Sword,Dimensius (Sword),natives/STM/Art/Model/Item/it03/10/0003/it0310_0003_0.mesh
Long Sword,Dimensius (Sheathe),natives/STM/Art/Model/Item/it03/10/0003/it0310_0003_1.mesh
Long Sword,Zoh Rafel I (Sword),natives/STM/Art/Model/Item/it03/00/0022/it0300_0022_0.mesh
Long Sword,Zoh Rafel I (Sheathe),natives/STM/Art/Model/Item/it03/00/0022/it0300_0022_1.mesh
Long Sword,Blazing Rafel (Sword),natives/STM/Art/Model/Item/it03/00/0022/it0300_0022_0.mesh
Long Sword,Blazing Rafel (Sheathe),natives/STM/Art/Model/Item/it03/00/0022/it0300_0022_1.mesh
Long Sword,Esperanza Edge (Sword),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_0.mesh
Long Sword,Esperanza Edge (Sheathe),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_1.mesh
Long Sword,Fatecleaver Kimkemush (Sword),natives/STM/Art/Model/Item/it03/00/0001/it0300_0001_0.mesh
Long Sword,Fatecleaver Kimkemush (Sheathe),natives/STM/Art/Model/Item/it03/00/0001/it0300_0001_1.mesh
Long Sword,Righteous Lancelot (Sword),natives/STM/Art/Model/Item/it03/00/0024/it0300_0024_0.mesh
Long Sword,Righteous Lancelot (Sheathe),natives/STM/Art/Model/Item/it03/00/0024/it0300_0024_1.mesh
Long Sword,Kakaru Kumo Naki I (Sword),natives/STM/Art/Model/Item/it03/00/0025/it0300_0025_0.mesh
Long Sword,Kakaru Kumo Naki I (Sheathe),natives/STM/Art/Model/Item/it03/00/0025/it0300_0025_1.mesh
Long Sword,Tamonowo (Sword),natives/STM/Art/Model/Item/it03/00/0025/it0300_0025_0.mesh
Long Sword,Tamonowo (Sheathe),natives/STM/Art/Model/Item/it03/00/0025/it0300_0025_1.mesh
Long Sword,Thunderclap I (Sword),natives/STM/Art/Model/Item/it03/00/0018/it0300_0018_0.mesh
Long Sword,Thunderclap I (Sheathe),natives/STM/Art/Model/Item/it03/00/0018/it0300_0018_1.mesh
Long Sword,Heaven's Thunder (Sword),natives/STM/Art/Model/Item/it03/00/0018/it0300_0018_0.mesh
Long Sword,Heaven's Thunder (Sheathe),natives/STM/Art/Model/Item/it03/00/0018/it0300_0018_1.mesh
Long Sword,Scavenger Pickaxe (Sword),natives/STM/Art/Model/Item/it03/00/0016/it0300_0016_0.mesh
Long Sword,Scavenger Pickaxe (Sheathe),natives/STM/Art/Model/Item/it03/00/0016/it0300_0016_1.mesh
Long Sword,Mad Scavenger Pickaxe (Sword),natives/STM/Art/Model/Item/it03/00/0016/it0300_0016_0.mesh
Long Sword,Mad Scavenger Pickaxe (Sheathe),natives/STM/Art/Model/Item/it03/00/0016/it0300_0016_1.mesh
Hammer,Hope Hammer I,natives/STM/Art/Model/Item/it04/00/0002/it0400_0002_0.mesh
Hammer,Hope Hammer II,natives/STM/Art/Model/Item/it04/00/0002/it0400_0002_0.mesh
Hammer,Hope Hammer III,natives/STM/Art/Model/Item/it04/00/0002/it0400_0002_0.mesh
Hammer,Hope Hammer IV,natives/STM/Art/Model/Item/it04/00/0002/it0400_0002_0.mesh
Hammer,Hope Hammer V,natives/STM/Art/Model/Item/it04/00/0002/it0400_0002_0.mesh
Hammer,Bone Bludgeon I,natives/STM/Art/Model/Item/it04/01/0003/it0401_0003_0.mesh
Hammer,Bone Bludgeon II,natives/STM/Art/Model/Item/it04/01/0003/it0401_0003_0.mesh
Hammer,Bone Bludgeon III,natives/STM/Art/Model/Item/it04/01/0003/it0401_0003_0.mesh
Hammer,Bone Bludgeon IV,natives/STM/Art/Model/Item/it04/01/0003/it0401_0003_0.mesh
Hammer,Heavy Bone Bludgeon,natives/STM/Art/Model/Item/it04/01/0003/it0401_0003_0.mesh
Hammer,Iron Hammer I,natives/STM/Art/Model/Item/it04/01/0000/it0401_0000_0.mesh
Hammer,Iron Hammer II,natives/STM/Art/Model/Item/it04/01/0000/it0401_0000_0.mesh
Hammer,Iron Hammer III,natives/STM/Art/Model/Item/it04/01/0000/it0401_0000_0.mesh
Hammer,Iron Devil,natives/STM/Art/Model/Item/it04/01/0000/it0401_0000_0.mesh
Hammer,Chata Clobberer I,natives/STM/Art/Model/Item/it04/00/0000/it0400_0000_0.mesh
Hammer,Chata Clobberer II,natives/STM/Art/Model/Item/it04/00/0000/it0400_0000_0.mesh
Hammer,Chata Clobberer III,natives/STM/Art/Model/Item/it04/00/0000/it0400_0000_0.mesh
Hammer,Chata Clobberer IV,natives/STM/Art/Model/Item/it04/00/0000/it0400_0000_0.mesh
Hammer,Balahara Hammer I,natives/STM/Art/Model/Item/it04/00/0005/it0400_0005_0.mesh
Hammer,Balahara Hammer II,natives/STM/Art/Model/Item/it04/00/0005/it0400_0005_0.mesh
Hammer,Balahara Hammer III,natives/STM/Art/Model/Item/it04/00/0005/it0400_0005_0.mesh
Hammer,Balahara Hammer IV,natives/STM/Art/Model/Item/it04/00/0005/it0400_0005_0.mesh
Hammer,Sandsea Siamitiya,natives/STM/Art/Model/Item/it04/00/0006/it0400_0006_0.mesh
Hammer,Rompo Wrecker I,natives/STM/Art/Model/Item/it04/00/0007/it0400_0007_0.mesh
Hammer,Rompo Wrecker II,natives/STM/Art/Model/Item/it04/00/0007/it0400_0007_0.mesh
Hammer,Rompo Wrecker III,natives/STM/Art/Model/Item/it04/00/0007/it0400_0007_0.mesh
Hammer,Rompo Robustox,natives/STM/Art/Model/Item/it04/00/0007/it0400_0007_0.mesh
Hammer,Cluster Hammer I,natives/STM/Art/Model/Item/it04/00/0010/it0400_0010_0.mesh
Hammer,Cluster Hammer II,natives/STM/Art/Model/Item/it04/00/0010/it0400_0010_0.mesh
Hammer,Cluster Hammer III,natives/STM/Art/Model/Item/it04/00/0010/it0400_0010_0.mesh
Hammer,Nerscrapper,natives/STM/Art/Model/Item/it04/00/0010/it0400_0010_0.mesh
Hammer,Nu Pulpo I,natives/STM/Art/Model/Item/it04/00/0011/it0400_0011_0.mesh
Hammer,Nu Pulpo II,natives/STM/Art/Model/Item/it04/00/0011/it0400_0011_0.mesh
Hammer,Abaddonian Pulpo,natives/STM/Art/Model/Item/it04/00/0011/it0400_0011_0.mesh
Hammer,Albirath Bludgeon I,natives/STM/Art/Model/Item/it04/10/0000/it0410_0000_0.mesh
Hammer,Albirath Bludgeon II,natives/STM/Art/Model/Item/it04/10/0000/it0410_0000_0.mesh
Hammer,Gibil Hammer,natives/STM/Art/Model/Item/it04/10/0000/it0410_0000_0.mesh
Hammer,Jin Dhauda I,natives/STM/Art/Model/Item/it04/00/0021/it0400_0021_0.mesh
Hammer,Precipice Logamtu,natives/STM/Art/Model/Item/it04/00/0021/it0400_0021_0.mesh
Hammer,Nihil Hammer I,natives/STM/Art/Model/Item/it04/00/0022/it0400_0022_0.mesh
Hammer,Nihil Hammer II,natives/STM/Art/Model/Item/it04/00/0022/it0400_0022_0.mesh
Hammer,Zaccio's Execution,natives/STM/Art/Model/Item/it04/00/0022/it0400_0022_0.mesh
Hammer,G. Veldian Malleus I,natives/STM/Art/Model/Item/it04/00/0019/it0400_0019_0.mesh
Hammer,G. Veldian Malleus II,natives/STM/Art/Model/Item/it04/00/0019/it0400_0019_0.mesh
Hammer,G. Exultant Bedivere,natives/STM/Art/Model/Item/it04/00/0019/it0400_0019_0.mesh
Hammer,Kut-Ku Pick I,natives/STM/Art/Model/Item/it04/00/0013/it0400_0013_0.mesh
Hammer,Kut-Ku Pick II,natives/STM/Art/Model/Item/it04/00/0013/it0400_0013_0.mesh
Hammer,Kut-Ku Thwap,natives/STM/Art/Model/Item/it04/00/0013/it0400_0013_0.mesh
Hammer,Venom Monster I,natives/STM/Art/Model/Item/it04/00/0014/it0400_0014_0.mesh
Hammer,Venom Monster II,natives/STM/Art/Model/Item/it04/00/0014/it0400_0014_0.mesh
Hammer,Death Venom Hammer,natives/STM/Art/Model/Item/it04/00/0014/it0400_0014_0.mesh
Hammer,Crashing Fulgur I,natives/STM/Art/Model/Item/it04/10/0001/it0410_0001_0.mesh
Hammer,Fulgurhammer Guardiana,natives/STM/Art/Model/Item/it04/10/0001/it0410_0001_0.mesh
Hammer,Blan Gada I,natives/STM/Art/Model/Item/it04/00/0017/it0400_0017_0.mesh
Hammer,Singha Gada,natives/STM/Art/Model/Item/it04/00/0017/it0400_0017_0.mesh
Hammer,Shell Hammer I,natives/STM/Art/Model/Item/it04/00/0016/it0400_0016_0.mesh
Hammer,Graviton Hammer,natives/STM/Art/Model/Item/it04/00/0026/it0400_0026_0.mesh
Hammer,Matraca Hammer I,natives/STM/Art/Model/Item/it04/00/0029/it0400_0029_0.mesh
Hammer,Argyl Hammer,natives/STM/Art/Model/Item/it04/00/0029/it0400_0029_0.mesh
Hammer,Red Bludgeon I,natives/STM/Art/Model/Item/it04/00/0008/it0400_0008_0.mesh
Hammer,Huracan Hammer,natives/STM/Art/Model/Item/it04/00/0008/it0400_0008_0.mesh
Hammer,Wuchtblick I,natives/STM/Art/Model/Item/it04/00/0009/it0400_0009_0.mesh
Hammer,Grimmblick,natives/STM/Art/Model/Item/it04/00/0009/it0400_0009_0.mesh
Hammer,Veldian Malleus I,natives/STM/Art/Model/Item/it04/00/0025/it0400_0025_0.mesh
Hammer,Jail Hammer I,natives/STM/Art/Model/Item/it04/00/0004/it0400_0004_0.mesh
Hammer,Jail Hammer II,natives/STM/Art/Model/Item/it04/00/0004/it0400_0004_0.mesh
Hammer,Jail Hammer III,natives/STM/Art/Model/Item/it04/00/0004/it0400_0004_0.mesh
Hammer,Jail Hammer IV,natives/STM/Art/Model/Item/it04/00/0004/it0400_0004_0.mesh
Hammer,Binder Mace,natives/STM/Art/Model/Item/it04/00/0004/it0400_0004_0.mesh
Hammer,Artian Hammer I,natives/STM/Art/Model/Item/it04/10/0002/it0410_0002_0.mesh
Hammer,Artian Hammer II,natives/STM/Art/Model/Item/it04/10/0002/it0410_0002_0.mesh
Hammer,Moteurvankel,natives/STM/Art/Model/Item/it04/10/0002/it0410_0002_0.mesh
Hammer,Esperanza Hammer,natives/STM/Art/Model/Item/it04/00/0002/it0400_0002_0.mesh
Hammer,Shrouded Aghaturi,natives/STM/Art/Model/Item/it04/00/0001/it0400_0001_0.mesh
Hammer,Exultant Bedivere,natives/STM/Art/Model/Item/it04/00/0025/it0400_0025_0.mesh
Hammer,Zoh Uria I,natives/STM/Art/Model/Item/it04/00/0023/it0400_0023_0.mesh
Hammer,Blazing Uria,natives/STM/Art/Model/Item/it04/00/0023/it0400_0023_0.mesh
Hammer,Purity Hammer I,natives/STM/Art/Model/Item/it04/00/0020/it0400_0020_0.mesh
Hammer,Sinter Hammer,natives/STM/Art/Model/Item/it04/00/0020/it0400_0020_0.mesh
Hammer,Vortex Hammer I,natives/STM/Art/Model/Item/it04/00/0015/it0400_0015_0.mesh
Hammer,High Vortex Hammer,natives/STM/Art/Model/Item/it04/00/0015/it0400_0015_0.mesh
Hunting Horn,Hope Horn I,natives/STM/Art/Model/Item/it05/00/0004/it0500_0004_0.mesh
Hunting Horn,Hope Horn II,natives/STM/Art/Model/Item/it05/00/0004/it0500_0004_0.mesh
Hunting Horn,Hope Horn III,natives/STM/Art/Model/Item/it05/00/0004/it0500_0004_0.mesh
Hunting Horn,Hope Horn IV,natives/STM/Art/Model/Item/it05/00/0004/it0500_0004_0.mesh
Hunting Horn,Hope Horn V,natives/STM/Art/Model/Item/it05/00/0004/it0500_0004_0.mesh
Hunting Horn,Bone Horn I,natives/STM/Art/Model/Item/it05/01/0001/it0501_0001_0.mesh
Hunting Horn,Bone Horn II,natives/STM/Art/Model/Item/it05/01/0001/it0501_0001_0.mesh
Hunting Horn,Bone Horn III,natives/STM/Art/Model/Item/it05/01/0001/it0501_0001_0.mesh
Hunting Horn,Bone Horn IV,natives/STM/Art/Model/Item/it05/01/0001/it0501_0001_0.mesh
Hunting Horn,Hardened Bone Horn,natives/STM/Art/Model/Item/it05/01/0001/it0501_0001_0.mesh
Hunting Horn,Metal Bagpipe I,natives/STM/Art/Model/Item/it05/01/0002/it0501_0002_0.mesh
Hunting Horn,Metal Bagpipe II,natives/STM/Art/Model/Item/it05/01/0002/it0501_0002_0.mesh
Hunting Horn,Metal Bagpipe III,natives/STM/Art/Model/Item/it05/01/0002/it0501_0002_0.mesh
Hunting Horn,Great Bagpipe,natives/STM/Art/Model/Item/it05/01/0002/it0501_0002_0.mesh
Hunting Horn,War Bongo I,natives/STM/Art/Model/Item/it05/00/0005/it0500_0005_0.mesh
Hunting Horn,War Bongo II,natives/STM/Art/Model/Item/it05/00/0005/it0500_0005_0.mesh
Hunting Horn,War Conga,natives/STM/Art/Model/Item/it05/00/0005/it0500_0005_0.mesh
Hunting Horn,Balahara Horn I,natives/STM/Art/Model/Item/it05/00/0000/it0500_0000_0.mesh
Hunting Horn,Balahara Horn II,natives/STM/Art/Model/Item/it05/00/0000/it0500_0000_0.mesh
Hunting Horn,Balahara Horn III,natives/STM/Art/Model/Item/it05/00/0000/it0500_0000_0.mesh
Hunting Horn,Balahara Horn IV,natives/STM/Art/Model/Item/it05/00/0000/it0500_0000_0.mesh
Hunting Horn,Sandsea Ghantisil,natives/STM/Art/Model/Item/it05/00/0001/it0500_0001_0.mesh
Hunting Horn,Dosha Farsounder I,natives/STM/Art/Model/Item/it05/00/0002/it0500_0002_0.mesh
Hunting Horn,Dosha Farsounder II,natives/STM/Art/Model/Item/it05/00/0002/it0500_0002_0.mesh
Hunting Horn,Dosha Farsounder III,natives/STM/Art/Model/Item/it05/00/0002/it0500_0002_0.mesh
Hunting Horn,Rey Perun I,natives/STM/Art/Model/Item/it05/00/0008/it0500_0008_0.mesh
Hunting Horn,Rey Perun II,natives/STM/Art/Model/Item/it05/00/0008/it0500_0008_0.mesh
Hunting Horn,Rey Perun III,natives/STM/Art/Model/Item/it05/00/0008/it0500_0008_0.mesh
Hunting Horn,Perun Clairhorn,natives/STM/Art/Model/Item/it05/00/0008/it0500_0008_0.mesh
Hunting Horn,Ajara Reverberator I,natives/STM/Art/Model/Item/it05/00/0012/it0500_0012_0.mesh
Hunting Horn,Ajara Reverberator II,natives/STM/Art/Model/Item/it05/00/0012/it0500_0012_0.mesh
Hunting Horn,Ajara-Jivaka,natives/STM/Art/Model/Item/it05/00/0012/it0500_0012_0.mesh
Hunting Horn,Dosha Grudgesounder I,natives/STM/Art/Model/Item/it05/10/0001/it0510_0001_0.mesh
Hunting Horn,Dosha Grudgesounder II,natives/STM/Art/Model/Item/it05/10/0001/it0510_0001_0.mesh
Hunting Horn,Grudgesounder Urga,natives/STM/Art/Model/Item/it05/10/0001/it0510_0001_0.mesh
Hunting Horn,Albirath Feroce I,natives/STM/Art/Model/Item/it05/10/0000/it0510_0000_0.mesh
Hunting Horn,Albirath Feroce II,natives/STM/Art/Model/Item/it05/10/0000/it0510_0000_0.mesh
Hunting Horn,G. Rathalos Feroce,natives/STM/Art/Model/Item/it05/10/0000/it0510_0000_0.mesh
Hunting Horn,Jin Dhaang I,natives/STM/Art/Model/Item/it05/00/0019/it0500_0019_0.mesh
Hunting Horn,Precipice Kovira,natives/STM/Art/Model/Item/it05/00/0019/it0500_0019_0.mesh
Hunting Horn,Nihil Chord I,natives/STM/Art/Model/Item/it05/00/0020/it0500_0020_0.mesh
Hunting Horn,Nihil Chord II,natives/STM/Art/Model/Item/it05/00/0020/it0500_0020_0.mesh
Hunting Horn,Kae-Jin's Lament,natives/STM/Art/Model/Item/it05/00/0020/it0500_0020_0.mesh
Hunting Horn,G. Veldian Sibilus I,natives/STM/Art/Model/Item/it05/00/0018/it0500_0018_0.mesh
Hunting Horn,G. Veldian Sibilus II,natives/STM/Art/Model/Item/it05/00/0018/it0500_0018_0.mesh
Hunting Horn,G. Resounding Galahad,natives/STM/Art/Model/Item/it05/00/0018/it0500_0018_0.mesh
Hunting Horn,Kut-Ku's Song I,natives/STM/Art/Model/Item/it05/00/0015/it0500_0015_0.mesh
Hunting Horn,Kut-Ku's Song II,natives/STM/Art/Model/Item/it05/00/0015/it0500_0015_0.mesh
Hunting Horn,Kut-Ku Cantabile,natives/STM/Art/Model/Item/it05/00/0015/it0500_0015_0.mesh
Hunting Horn,Poisoned Capri I,natives/STM/Art/Model/Item/it05/00/0006/it0500_0006_0.mesh
Hunting Horn,Poisoned Capri II,natives/STM/Art/Model/Item/it05/00/0006/it0500_0006_0.mesh
Hunting Horn,Crazed Melody,natives/STM/Art/Model/Item/it05/00/0006/it0500_0006_0.mesh
Hunting Horn,Valkyrie Chordmaker I,natives/STM/Art/Model/Item/it05/00/0009/it0500_0009_0.mesh
Hunting Horn,Valkyrie Chordmaker II,natives/STM/Art/Model/Item/it05/00/0009/it0500_0009_0.mesh
Hunting Horn,Queen Chordmaker,natives/STM/Art/Model/Item/it05/00/0009/it0500_0009_0.mesh
Hunting Horn,Deafening Fulgur I,natives/STM/Art/Model/Item/it05/10/0002/it0510_0002_0.mesh
Hunting Horn,Fulgurhowl Guardiana,natives/STM/Art/Model/Item/it05/10/0002/it0510_0002_0.mesh
Hunting Horn,Vadya Muse I,natives/STM/Art/Model/Item/it05/00/0016/it0500_0016_0.mesh
Hunting Horn,Allysyl Muse,natives/STM/Art/Model/Item/it05/00/0016/it0500_0016_0.mesh
Hunting Horn,Flame Feroce I,natives/STM/Art/Model/Item/it05/00/0010/it0500_0010_0.mesh
Hunting Horn,Rathalos Feroce,natives/STM/Art/Model/Item/it05/00/0010/it0500_0010_0.mesh
Hunting Horn,Kummerklang I,natives/STM/Art/Model/Item/it05/00/0011/it0500_0011_0.mesh
Hunting Horn,Gramklang,natives/STM/Art/Model/Item/it05/00/0011/it0500_0011_0.mesh
Hunting Horn,Veldian Sibilus I,natives/STM/Art/Model/Item/it05/00/0024/it0500_0024_0.mesh
Hunting Horn,Sonic Horn I,natives/STM/Art/Model/Item/it05/01/0004/it0501_0004_0.mesh
Hunting Horn,Sonic Horn II,natives/STM/Art/Model/Item/it05/01/0004/it0501_0004_0.mesh
Hunting Horn,Sonic Horn III,natives/STM/Art/Model/Item/it05/01/0004/it0501_0004_0.mesh
Hunting Horn,Sonic Horn IV,natives/STM/Art/Model/Item/it05/01/0004/it0501_0004_0.mesh
Hunting Horn,Glass Royale,natives/STM/Art/Model/Item/it05/00/0027/it0500_0027_0.mesh
Hunting Horn,Artian Sounder I,natives/STM/Art/Model/Item/it05/10/0003/it0510_0003_0.mesh
