Name,Equip Gender,Style Gender,Path
G. Rathalos Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/036/501/3/ch02_036_5013
G. Rathalos Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/036/500/3/ch03_036_5003
G. Rathalos Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/036/501/3/ch03_036_5013
G. Rathalos Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/036/500/2/ch02_036_5002
G. Rathalos Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/036/501/2/ch02_036_5012
G. Rathalos Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/036/500/2/ch03_036_5002
G. Rathalos Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/036/501/2/ch03_036_5012
G. Rathalos Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/036/500/1/ch02_036_5001
G. Rathalos Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/036/501/1/ch02_036_5011
G. Rathalos Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/036/500/1/ch03_036_5001
G. Rathalos Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/036/501/1/ch03_036_5011
G. Rathalos Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/036/500/5/ch02_036_5005
G. Rathalos Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/036/501/5/ch02_036_5015
G. Rathalos Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/036/500/5/ch03_036_5005
G. Rathalos Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/036/501/5/ch03_036_5015
G. Rathalos Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/036/500/4/ch02_036_5004
G. Rathalos Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/036/501/4/ch02_036_5014
G. Rathalos Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/036/500/4/ch03_036_5004
G. Rathalos Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/036/501/4/ch03_036_5014
Gravios Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/040/000/3/ch02_040_0003
Gravios Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/040/001/3/ch02_040_0013
Gravios Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/040/000/3/ch03_040_0003
Gravios Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/040/001/3/ch03_040_0013
Gravios Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/040/000/2/ch02_040_0002
Gravios Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/040/001/2/ch02_040_0012
Gravios Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/040/000/2/ch03_040_0002
Gravios Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/040/001/2/ch03_040_0012
Gravios Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/040/000/1/ch02_040_0001
Gravios Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/040/001/1/ch02_040_0011
Gravios Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/040/000/1/ch03_040_0001
Gravios Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/040/001/1/ch03_040_0011
Gravios Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/040/000/5/ch02_040_0005
Gravios Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/040/001/5/ch02_040_0015
Gravios Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/040/000/5/ch03_040_0005
Gravios Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/040/001/5/ch03_040_0015
Gravios Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/040/000/4/ch02_040_0004
Gravios Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/040/001/4/ch02_040_0014
Gravios Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/040/000/4/ch03_040_0004
Gravios Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/040/001/4/ch03_040_0014
Gravios Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/040/000/3/ch02_040_0003
Gravios Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/040/001/3/ch02_040_0013
Gravios Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/040/000/3/ch03_040_0003
Gravios Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/040/001/3/ch03_040_0013
Gravios Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/040/000/2/ch02_040_0002
Gravios Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/040/001/2/ch02_040_0012
Gravios Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/040/000/2/ch03_040_0002
Gravios Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/040/001/2/ch03_040_0012
Gravios Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/040/000/1/ch02_040_0001
Gravios Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/040/001/1/ch02_040_0011
Gravios Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/040/000/1/ch03_040_0001
Gravios Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/040/001/1/ch03_040_0011
Gravios Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/040/000/5/ch02_040_0005
Gravios Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/040/001/5/ch02_040_0015
Gravios Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/040/000/5/ch03_040_0005
Gravios Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/040/001/5/ch03_040_0015
Gravios Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/040/000/4/ch02_040_0004
Gravios Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/040/001/4/ch02_040_0014
Gravios Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/040/000/4/ch03_040_0004
Gravios Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/040/001/4/ch03_040_0014
G. Ebony Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/030/600/3/ch02_030_6003
G. Ebony Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/030/601/3/ch02_030_6013
G. Ebony Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/030/600/3/ch03_030_6003
G. Ebony Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/030/601/3/ch03_030_6013
G. Ebony Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/030/600/2/ch02_030_6002
G. Ebony Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/030/601/2/ch02_030_6012
G. Ebony Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/030/600/2/ch03_030_6002
G. Ebony Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/030/601/2/ch03_030_6012
G. Ebony Braces α,Male,Male,natives/STM/Art/Model/Character/ch02/030/600/1/ch02_030_6001
G. Ebony Braces α,Male,Female,natives/STM/Art/Model/Character/ch02/030/601/1/ch02_030_6011
G. Ebony Braces α,Female,Male,natives/STM/Art/Model/Character/ch03/030/600/1/ch03_030_6001
G. Ebony Braces α,Female,Female,natives/STM/Art/Model/Character/ch03/030/601/1/ch03_030_6011
G. Ebony Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/030/600/5/ch02_030_6005
G. Ebony Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/030/601/5/ch02_030_6015
G. Ebony Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/030/600/5/ch03_030_6005
G. Ebony Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/030/601/5/ch03_030_6015
G. Ebony Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/030/600/4/ch02_030_6004
G. Ebony Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/030/601/4/ch02_030_6014
G. Ebony Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/030/600/4/ch03_030_6004
G. Ebony Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/030/601/4/ch03_030_6014
G. Ebony Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/030/600/3/ch02_030_6003
G. Ebony Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/030/601/3/ch02_030_6013
G. Ebony Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/030/600/3/ch03_030_6003
G. Ebony Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/030/601/3/ch03_030_6013
G. Ebony Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/030/600/2/ch02_030_6002
G. Ebony Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/030/601/2/ch02_030_6012
G. Ebony Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/030/600/2/ch03_030_6002
G. Ebony Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/030/601/2/ch03_030_6012
G. Ebony Braces β,Male,Male,natives/STM/Art/Model/Character/ch02/030/600/1/ch02_030_6001
G. Ebony Braces β,Male,Female,natives/STM/Art/Model/Character/ch02/030/601/1/ch02_030_6011
G. Ebony Braces β,Female,Male,natives/STM/Art/Model/Character/ch03/030/600/1/ch03_030_6001
G. Ebony Braces β,Female,Female,natives/STM/Art/Model/Character/ch03/030/601/1/ch03_030_6011
G. Ebony Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/030/600/5/ch02_030_6005
G. Ebony Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/030/601/5/ch02_030_6015
G. Ebony Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/030/600/5/ch03_030_6005
G. Ebony Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/030/601/5/ch03_030_6015
G. Ebony Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/030/600/4/ch02_030_6004
G. Ebony Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/030/601/4/ch02_030_6014
G. Ebony Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/030/600/4/ch03_030_6004
G. Ebony Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/030/601/4/ch03_030_6014
Rathalos Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/036/000/3/ch02_036_0003
Rathalos Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/036/001/3/ch02_036_0013
Rathalos Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/036/000/3/ch03_036_0003
Rathalos Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/036/001/3/ch03_036_0013
Rathalos Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/036/000/2/ch02_036_0002
Rathalos Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/036/001/2/ch02_036_0012
Rathalos Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/036/000/2/ch03_036_0002
Rathalos Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/036/001/2/ch03_036_0012
Rathalos Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/036/000/1/ch02_036_0001
Rathalos Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/036/001/1/ch02_036_0011
Rathalos Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/036/000/1/ch03_036_0001
Rathalos Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/036/001/1/ch03_036_0011
Rathalos Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/036/000/5/ch02_036_0005
Rathalos Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/036/001/5/ch02_036_0015
Rathalos Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/036/000/5/ch03_036_0005
Rathalos Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/036/001/5/ch03_036_0015
Rathalos Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/036/000/4/ch02_036_0004
Rathalos Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/036/001/4/ch02_036_0014
Rathalos Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/036/000/4/ch03_036_0004
Rathalos Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/036/001/4/ch03_036_0014
Rathalos Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/036/000/3/ch02_036_0003
Rathalos Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/036/001/3/ch02_036_0013
Rathalos Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/036/000/3/ch03_036_0003
Rathalos Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/036/001/3/ch03_036_0013
Rathalos Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/036/000/2/ch02_036_0002
Rathalos Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/036/001/2/ch02_036_0012
Rathalos Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/036/000/2/ch03_036_0002
Rathalos Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/036/001/2/ch03_036_0012
Rathalos Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/036/000/1/ch02_036_0001
Rathalos Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/036/001/1/ch02_036_0011
Rathalos Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/036/000/1/ch03_036_0001
Rathalos Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/036/001/1/ch03_036_0011
Rathalos Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/036/000/5/ch02_036_0005
Rathalos Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/036/001/5/ch02_036_0015
Rathalos Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/036/000/5/ch03_036_0005
Rathalos Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/036/001/5/ch03_036_0015
Rathalos Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/036/000/4/ch02_036_0004
Rathalos Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/036/001/4/ch02_036_0014
Rathalos Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/036/000/4/ch03_036_0004
Rathalos Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/036/001/4/ch03_036_0014
Xu Wu Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/031/000/3/ch02_031_0003
Xu Wu Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/031/001/3/ch02_031_0013
Xu Wu Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/031/000/3/ch03_031_0003
Xu Wu Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/031/001/3/ch03_031_0013
Xu Wu Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/031/000/2/ch02_031_0002
Xu Wu Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/031/001/2/ch02_031_0012
Xu Wu Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/031/000/2/ch03_031_0002
Xu Wu Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/031/001/2/ch03_031_0012
Xu Wu Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/031/000/1/ch02_031_0001
Xu Wu Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/031/001/1/ch02_031_0011
Xu Wu Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/031/000/1/ch03_031_0001
Xu Wu Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/031/001/1/ch03_031_0011
Xu Wu Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/031/000/5/ch02_031_0005
Xu Wu Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/031/001/5/ch02_031_0015
Xu Wu Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/031/000/5/ch03_031_0005
Xu Wu Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/031/001/5/ch03_031_0015
Xu Wu Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/031/000/4/ch02_031_0004
Xu Wu Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/031/001/4/ch02_031_0014
Xu Wu Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/031/000/4/ch03_031_0004
Xu Wu Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/031/001/4/ch03_031_0014
Xu Wu Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/031/000/3/ch02_031_0003
Xu Wu Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/031/001/3/ch02_031_0013
Xu Wu Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/031/000/3/ch03_031_0003
Xu Wu Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/031/001/3/ch03_031_0013
Xu Wu Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/031/000/2/ch02_031_0002
Xu Wu Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/031/001/2/ch02_031_0012
Xu Wu Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/031/000/2/ch03_031_0002
Xu Wu Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/031/001/2/ch03_031_0012
Xu Wu Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/031/000/1/ch02_031_0001
Xu Wu Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/031/001/1/ch02_031_0011
Xu Wu Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/031/000/1/ch03_031_0001
Xu Wu Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/031/001/1/ch03_031_0011
Xu Wu Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/031/000/5/ch02_031_0005
Xu Wu Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/031/001/5/ch02_031_0015
Xu Wu Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/031/000/5/ch03_031_0005
Xu Wu Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/031/001/5/ch03_031_0015
Xu Wu Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/031/000/4/ch02_031_0004
Xu Wu Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/031/001/4/ch02_031_0014
Xu Wu Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/031/000/4/ch03_031_0004
Xu Wu Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/031/001/4/ch03_031_0014
Dober Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/019/000/3/ch02_019_0003
Dober Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/019/001/3/ch02_019_0013
Dober Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/019/000/3/ch03_019_0003
Dober Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/019/001/3/ch03_019_0013
Dober Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/019/000/2/ch02_019_0002
Dober Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/019/001/2/ch02_019_0012
Dober Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/019/000/2/ch03_019_0002
Dober Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/019/001/2/ch03_019_0012
Dober Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/019/000/1/ch02_019_0001
Dober Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/019/001/1/ch02_019_0011
Dober Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/019/000/1/ch03_019_0001
Dober Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/019/001/1/ch03_019_0011
Dober Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/019/000/5/ch02_019_0005
Dober Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/019/001/5/ch02_019_0015
Dober Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/019/000/5/ch03_019_0005
Dober Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/019/001/5/ch03_019_0015
Dober Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/019/000/4/ch02_019_0004
Dober Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/019/001/4/ch02_019_0014
Dober Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/019/000/4/ch03_019_0004
Dober Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/019/001/4/ch03_019_0014
Damascus Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/025/000/3/ch02_025_0003
Damascus Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/025/001/3/ch02_025_0013
Damascus Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/025/000/3/ch03_025_0003
Damascus Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/025/001/3/ch03_025_0013
Damascus Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/025/000/2/ch02_025_0002
Damascus Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/025/001/2/ch02_025_0012
Damascus Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/025/000/2/ch03_025_0002
Damascus Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/025/001/2/ch03_025_0012
Damascus Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/025/000/1/ch02_025_0001
Damascus Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/025/001/1/ch02_025_0011
Damascus Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/025/000/1/ch03_025_0001
Damascus Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/025/001/1/ch03_025_0011
Damascus Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/025/000/5/ch02_025_0005
Damascus Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/025/001/5/ch02_025_0015
Damascus Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/025/000/5/ch03_025_0005
Damascus Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/025/001/5/ch03_025_0015
Damascus Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/025/000/4/ch02_025_0004
Damascus Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/025/001/4/ch02_025_0014
Damascus Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/025/000/4/ch03_025_0004
Damascus Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/025/001/4/ch03_025_0014
Dahaad Shardhelm α,Male,Male,natives/STM/Art/Model/Character/ch02/029/000/3/ch02_029_0003
Dahaad Shardhelm α,Male,Female,natives/STM/Art/Model/Character/ch02/029/001/3/ch02_029_0013
Dahaad Shardhelm α,Female,Male,natives/STM/Art/Model/Character/ch03/029/000/3/ch03_029_0003
Dahaad Shardhelm α,Female,Female,natives/STM/Art/Model/Character/ch03/029/001/3/ch03_029_0013
Dahaad Shardmail α,Male,Male,natives/STM/Art/Model/Character/ch02/029/000/2/ch02_029_0002
Dahaad Shardmail α,Male,Female,natives/STM/Art/Model/Character/ch02/029/001/2/ch02_029_0012
Dahaad Shardmail α,Female,Male,natives/STM/Art/Model/Character/ch03/029/000/2/ch03_029_0002
Dahaad Shardmail α,Female,Female,natives/STM/Art/Model/Character/ch03/029/001/2/ch03_029_0012
Dahaad Shardbraces α,Male,Male,natives/STM/Art/Model/Character/ch02/029/000/1/ch02_029_0001
Dahaad Shardbraces α,Male,Female,natives/STM/Art/Model/Character/ch02/029/001/1/ch02_029_0011
Dahaad Shardbraces α,Female,Male,natives/STM/Art/Model/Character/ch03/029/000/1/ch03_029_0001
Dahaad Shardbraces α,Female,Female,natives/STM/Art/Model/Character/ch03/029/001/1/ch03_029_0011
Dahaad Shardcoil α,Male,Male,natives/STM/Art/Model/Character/ch02/029/000/5/ch02_029_0005
Dahaad Shardcoil α,Male,Female,natives/STM/Art/Model/Character/ch02/029/001/5/ch02_029_0015
Dahaad Shardcoil α,Female,Male,natives/STM/Art/Model/Character/ch03/029/000/5/ch03_029_0005
Dahaad Shardcoil α,Female,Female,natives/STM/Art/Model/Character/ch03/029/001/5/ch03_029_0015
Dahaad Shardgreaves α,Male,Male,natives/STM/Art/Model/Character/ch02/029/000/4/ch02_029_0004
Dahaad Shardgreaves α,Male,Female,natives/STM/Art/Model/Character/ch02/029/001/4/ch02_029_0014
Dahaad Shardgreaves α,Female,Male,natives/STM/Art/Model/Character/ch03/029/000/4/ch03_029_0004
Dahaad Shardgreaves α,Female,Female,natives/STM/Art/Model/Character/ch03/029/001/4/ch03_029_0014
Dahaad Shardhelm β,Male,Male,natives/STM/Art/Model/Character/ch02/029/000/3/ch02_029_0003
Dahaad Shardhelm β,Male,Female,natives/STM/Art/Model/Character/ch02/029/001/3/ch02_029_0013
Dahaad Shardhelm β,Female,Male,natives/STM/Art/Model/Character/ch03/029/000/3/ch03_029_0003
Dahaad Shardhelm β,Female,Female,natives/STM/Art/Model/Character/ch03/029/001/3/ch03_029_0013
Dahaad Shardmail β,Male,Male,natives/STM/Art/Model/Character/ch02/029/000/2/ch02_029_0002
Dahaad Shardmail β,Male,Female,natives/STM/Art/Model/Character/ch02/029/001/2/ch02_029_0012
Dahaad Shardmail β,Female,Male,natives/STM/Art/Model/Character/ch03/029/000/2/ch03_029_0002
Dahaad Shardmail β,Female,Female,natives/STM/Art/Model/Character/ch03/029/001/2/ch03_029_0012
Dahaad Shardbraces β,Male,Male,natives/STM/Art/Model/Character/ch02/029/000/1/ch02_029_0001
Dahaad Shardbraces β,Male,Female,natives/STM/Art/Model/Character/ch02/029/001/1/ch02_029_0011
Dahaad Shardbraces β,Female,Male,natives/STM/Art/Model/Character/ch03/029/000/1/ch03_029_0001
Dahaad Shardbraces β,Female,Female,natives/STM/Art/Model/Character/ch03/029/001/1/ch03_029_0011
Dahaad Shardcoil β,Male,Male,natives/STM/Art/Model/Character/ch02/029/000/5/ch02_029_0005
Dahaad Shardcoil β,Male,Female,natives/STM/Art/Model/Character/ch02/029/001/5/ch02_029_0015
Dahaad Shardcoil β,Female,Male,natives/STM/Art/Model/Character/ch03/029/000/5/ch03_029_0005
Dahaad Shardcoil β,Female,Female,natives/STM/Art/Model/Character/ch03/029/001/5/ch03_029_0015
Dahaad Shardgreaves β,Male,Male,natives/STM/Art/Model/Character/ch02/029/000/4/ch02_029_0004
Dahaad Shardgreaves β,Male,Female,natives/STM/Art/Model/Character/ch02/029/001/4/ch02_029_0014
Dahaad Shardgreaves β,Female,Male,natives/STM/Art/Model/Character/ch03/029/000/4/ch03_029_0004
Dahaad Shardgreaves β,Female,Female,natives/STM/Art/Model/Character/ch03/029/001/4/ch03_029_0014
Rey Sandhelm α,Male,Male,natives/STM/Art/Model/Character/ch02/021/000/3/ch02_021_0003
Rey Sandhelm α,Male,Female,natives/STM/Art/Model/Character/ch02/021/001/3/ch02_021_0013
Rey Sandhelm α,Female,Male,natives/STM/Art/Model/Character/ch03/021/000/3/ch03_021_0003
Rey Sandhelm α,Female,Female,natives/STM/Art/Model/Character/ch03/021/001/3/ch03_021_0013
Rey Sandmail α,Male,Male,natives/STM/Art/Model/Character/ch02/021/000/2/ch02_021_0002
Rey Sandmail α,Male,Female,natives/STM/Art/Model/Character/ch02/021/001/2/ch02_021_0012
Rey Sandmail α,Female,Male,natives/STM/Art/Model/Character/ch03/021/000/2/ch03_021_0002
Rey Sandmail α,Female,Female,natives/STM/Art/Model/Character/ch03/021/001/2/ch03_021_0012
Rey Sandbraces α,Male,Male,natives/STM/Art/Model/Character/ch02/021/000/1/ch02_021_0001
Rey Sandbraces α,Male,Female,natives/STM/Art/Model/Character/ch02/021/001/1/ch02_021_0011
Rey Sandbraces α,Female,Male,natives/STM/Art/Model/Character/ch03/021/000/1/ch03_021_0001
Rey Sandbraces α,Female,Female,natives/STM/Art/Model/Character/ch03/021/001/1/ch03_021_0011
Rey Sandcoil α,Male,Male,natives/STM/Art/Model/Character/ch02/021/000/5/ch02_021_0005
Rey Sandcoil α,Male,Female,natives/STM/Art/Model/Character/ch02/021/001/5/ch02_021_0015
Rey Sandcoil α,Female,Male,natives/STM/Art/Model/Character/ch03/021/000/5/ch03_021_0005
